text,label
Great app but as someone else mentioned there's no calendar view which for me makes it pointless. Real Shame. The search goes on...,neutral
terence cao over-dose  im fainting.,neutral
hi guys just doing da usael notmuch really! <3 sad me,negative
 are you feeling better? sorry you`re feeling under!,negative
"Although limited, still useful",positive
 thanks for the ok ...hope we can tweet more down the road,positive
 Not us as far as I know  hee hee. We`re thinking a few more years first .,neutral
"Easy to use, efficient, beats the rest.",positive
Themes and location based reminders are under subscription. Both are free on most of apps like this. Thanks but no. I'll pass and keep using Google keep,negative
Have to sell my car. It`s costing me too much. Can now afford one rollerskate. Bye bye petey,negative
Vibrates even in silent mode without vibrations (even on 485),neutral
"It displays awkwardly, has backwards date, malfunctions to a point where the widget does not display, has a small central area, has no 1x1 option, has complicated descriptions for functionality that should be easy to understand, but I can buy a widget pallet, which many apps have as standard for free, for $3. What's not to love?",negative
 i dont get one? fine! i say texting is way more meaningful than twittering,positive
great app! ( I might edit this later but I'm too lazy to go into detail right now),positive
"Pathetic. I was totally in love with this app until I changed my phone. I lost the phone, and when I installed the app in my new phone, everything was gone. My habits, data for last one year, every damn thing. And I have purchased premium of the highest cost. There's no way to restore my data or contact the devs. If you cannot save on JSON file of mine in your cloud, please explain why I should buy premium? There is a sync option in the app. Don't tell me I should have manually ""synced"" my stuff",negative
" Ordered mine, thank you!!",positive
 Ryaaaaaaaaaaaaan  http://bit.ly/SnjEn,neutral
"Love it. Downloaded it and deleted it over the years, and everytime I get it back I get so amazed at the amazing new features. It helps me straighten up my life. Thank you.",positive
Hope I get a job cuz we need an apartment. I`m drunk & miss my lil punkin  TEHE!!!,neutral
I got the new Silverstein CD. aha. Its AMAZING.  I highly recomend it.,positive
 ahhahahaha ARIYAN  i want to listen to that now  i used up bandwidth by downloading a hamish and andy podcast,neutral
 we miss you in SE Asia. Come visit us when you have time.,negative
I like it. What I would really like to be able to do with it is to set it on my homepage to where as soon as I open my phone my schedule is right there in place of my clock. Food for thought 😁. Thanks! Edit: wow! Thanks! Developer responded to my query within hours. Changed from 4 to 5 ☆☆☆☆☆!!!!,positive
 boffert,neutral
Could be useful  13 Tutorials & Resources for a Perfect Twitter Background http://tinyurl.com/dl2upx #design,positive
Ahh...got rid of stupid time warner today &amp; now taking a nap while the roomies cook for me. Pretty good end for a monday :),negative
Really user friendly - effective in keeping track of your habits and achieving your goals. 100% recommend,positive
i had installed the trial version but did not use and it was of no use at my end. to my surprise i see today getting an sms from vodafone to be charged Rs.1028 for one year subscription. i contacted vodafone and they told me to delete .the app within 48hrs of installation which i did. pl cancel this subscription as its of no use to me so that this charges could be credited back by vodafone to me. Developer - pl refund back my money as i dont use it.,negative
 Happy mother`s day to ur mom!!! i hope she has a wonderful day!!!!!,positive
A post on my Warhammer blog for anyone interested  http://bit.ly/Uwl7M,neutral
_Jamie I guess  ! I was really suprised..,positive
Is going to get a full nights sleep tonight so her arm can get better. It`s no fun being forced to use your left hand,negative
"Eatin dinna, herd tom brady not movin 2 fast",neutral
"Signing off folk, might be back on later!",neutral
Contnuously improving and yet very good since the beginning. Very clear UI and design. Easy to use. Great job !,positive
happy Mother`s Day to all the moms out there,positive
This morning I rode behind a guy with a bird cage containing a plastic Tyrannosaurus rex attached to his bicycle. I couldn`t get a photo.,negative
in less then a min i lost 2 followers,neutral
"Bumper Sticker: 'If you don`t want to stand up for our troops, feel free to stand in front of them' Thank you to all in the military",positive
http://twitpic.com/4j9eo this is  how it looks at nights,neutral
Im Slowing on My Tweets..Cuase I Lost My Phone,negative
  Thats charmingly funny,positive
   Doh! I`m an inside job LOLzor.,neutral
  you aint invite me,neutral
"got THE best mothers day present from Tys. It made me cry uncontrollably, and it wasn`t a present",positive
" I like Light out, Walls up & shatter`d the most! Great work, Germany must get to know you asap..",positive
"""The Republican party is a bunch of anti-abortion zealots who couldn't draw flies to a dump."" -- Neal Boortz (just now, on the radio)",negative
Missing everything good about gtasks and adds everything you hate about every other task list app.,negative
 get  the twilightguy on your show,neutral
@_IANNE I`m at the terrance middle by the left side center. I see u,neutral
can`t keep eyes open....*shuts eyes*,neutral
 No news yet,neutral
 I thought every weekend was a long weekend in California,neutral
"My storm is acting up  ....Excited for the discussion session regarding Social Media. Scott Lake, CEO of ThinkSM, will be attending.",negative
ROFL - me too.,neutral
he`s outta the ofc til Monday ::GRAND:: kinda bummed me out but b/c I was genuinely sick there`s nuthin I can do about it  -->,negative
I love the concept & look of this mobile app & the desktop version. I wish I could set recurring tasks or add time reminders to tasks. You also can't set reminders if you add an event directly into Artful Agenda. You have to add it to your Google calendar first to set the reminder then let it sync to Artful Agenda. I've paid for the year subscription & I'm really hoping it has more functionality by the end of my subscription or I won't be renewing.,positive
We`ll write a song that turns out the lights <3,neutral
3oh!3 on the radio  they were amazing yesterday.,positive
"Routine maker is amazing.., but notifications are not coming when the phone is in lock mode. So, i uninstalled it.",neutral
In beta test have a many bug for example when i starts my day in my Hp is lost!!! I die agian and agian.i lost my EXP.I lost my sword.,neutral
"I like this app quite a bit. It has more useful features compared to the normal Samsung calendar app. It does not, however, play well with Google. In that I can't ask Google what my agenda is and have it pull info from this app. Lame. Hence 4 stars only. Not sure if that's a Google thing or a thing for this app. Otherwise I like it a lot.",positive
